Item;Código de item;Nome do produto;Descrição química;Grau de Etoxilação;Grupo de Família;Família de Produtos;Peso Molecular;Data inicial do estudo;Tipo de estudo;Ensaios físico-químicos;ensaio_normalizado;categoria_ensaio;is_quantitativo;Método;Especificação;spec_tipo;spec_min;spec_max;0 dia_valor;0 dia_menor_que;1 sem_valor;1 sem_menor_que;2 sem_valor;2 sem_menor_que;1m_valor;1m_menor_que;2m_valor;2m_menor_que;3m_valor;3m_menor_que;4m_valor;4m_menor_que;5m_valor;5m_menor_que;6m_valor;6m_menor_que;9m_valor;9m_menor_que;12m_valor;12m_menor_que;18m_valor;18m_menor_que;24m_valor;24m_menor_que;30m_valor;30m_menor_que;36m_valor;36m_menor_que
17;E83;ALKONAT C1618 50/50;Alcool ceto-estearilico;Não descrito;Alcohols and Their Derivatives;Natural fatty alcohol;256;2013-04-09;Longa duração;Cor Pt-Co, 70oC;Cor Pt-Co;Cor;True;MA - 841;Máx. 10;MAXIMO;;10.0;6.0;False;;False;;False;;False;;False;3.0;False;;False;;False;1.0;False;2.0;False;7.0;False;6.0;False;2.0;False;6.0;False;2.0;False
17;E83;ALKONAT C1618 50/50;Alcool ceto-estearilico;Não descrito;Alcohols and Their Derivatives;Natural fatty alcohol;256;2013-04-09;Longa duração;Número de carbonila, ppm CO;Carbonila;Composicao;True;MA - 1114;Máx. 50;MAXIMO;;50.0;15.3;False;;False;;False;;False;;False;18.0;False;;False;;False;22.0;False;19.0;False;19.0;False;28.84;False;18.0;False;50.57;False;52.21;False
18;K12;Alkont EL 3645;Mistura de tensoativos não iônicos;Não aplicável;Blends and Specialties;Blend - HPC;Não aplicável;2014-09-08;Acelerado;Índice de acidez - mgKOH/g;Indice de Acidez;Fisico-Quimico;True;MA - 638;máximo 9,0;MAXIMO;;9.0;2.31;False;2.41;False;2.74;False;2.63;False;2.86;False;3.08;False;3.02;False;;False;3.72;False;;False;;False;;False;;False;;False;;False
18;K12;Alkont EL 3645;Mistura de tensoativos não iônicos;Não aplicável;Blends and Specialties;Blend - HPC;Não aplicável;2014-09-08;Acelerado;pH 5% p/p IPA/Água 1:1 v/v;pH;Fisico-Quimico;True;MA - 737;5,00 - 7,00 ;RANGE;5.0;7.0;5.58;False;5.54;False;5.55;False;5.52;False;5.24;False;5.18;False;5.02;False;;False;5.0;False;;False;;False;;False;;False;;False;;False
18;K12;Alkont EL 3645;Mistura de tensoativos não iônicos;Não aplicável;Blends and Specialties;Blend - HPC;Não aplicável;2014-09-08;Acelerado;Cor gardner;Cor Gardner;Cor;True;MA - 782;3,0 máximo;MAXIMO;;3.0;1.0;True;1.0;True;1.0;True;1.0;True;1.0;True;1.0;True;1.0;True;;False;1.0;True;;False;;False;;False;;False;;False;;False
18;K12;Alkont EL 3645;Mistura de tensoativos não iônicos;Não aplicável;Blends and Specialties;Blend - HPC;Não aplicável;2014-09-08;Acelerado;Água, %;Teor de Agua;Fisico-Quimico;True;MA - 875;26,0 - 30,0;RANGE;26.0;30.0;26.88;False;29.4;False;26.37;False;28.27;False;28.39;False;28.66;False;28.82;False;;False;29.18;False;;False;;False;;False;;False;;False;;False
18;K12;Alkont EL 3645;Mistura de tensoativos não iônicos;Não aplicável;Blends and Specialties;Blend - HPC;Não aplicável;2014-09-08;Acelerado;Viscosidade, cP;Viscosidade;Fisico-Quimico;True;MA-1317;2000 - 2500;RANGE;2000.0;2500.0;Nãoanalisado;False;2312.0;False;2255.0;False;2003.0;False;2251.0;False;2075.0;False;2295.0;False;;False;2070.0;False;;False;;False;;False;;False;;False;;False
18;K12;Alkont EL 3645;Mistura de tensoativos não iônicos;Não aplicável;Blends and Specialties;Blend - HPC;Não aplicável;2014-09-08;Longa duração;Índice de acidez - mgKOH/g;Indice de Acidez;Fisico-Quimico;True;MA - 638;máximo 9,0;MAXIMO;;9.0;2.31;False;;False;;False;;False;;False;2.74;False;;False;;False;3.0;False;3.06;False;3.5;False;4.26;False;;False;;False;;False
18;K12;Alkont EL 3645;Mistura de tensoativos não iônicos;Não aplicável;Blends and Specialties;Blend - HPC;Não aplicável;2014-09-08;Longa duração;pH 5% p/p IPA/Água 1:1 v/v;pH;Fisico-Quimico;True;MA - 737;5,00 - 7,00 ;RANGE;5.0;7.0;5.58;False;;False;;False;;False;;False;5.4;False;;False;;False;5.32;False;5.09;False;4.75;False;4.55;False;;False;;False;;False
18;K12;Alkont EL 3645;Mistura de tensoativos não iônicos;Não aplicável;Blends and Specialties;Blend - HPC;Não aplicável;2014-09-08;Longa duração;Cor gardner;Cor Gardner;Cor;True;MA - 782;3,0 máximo;MAXIMO;;3.0;1.0;True;;False;;False;;False;;False;1.0;True;;False;;False;1.0;True;1.0;False;1.0;False;1.0;False;;False;;False;;False
18;K12;Alkont EL 3645;Mistura de tensoativos não iônicos;Não aplicável;Blends and Specialties;Blend - HPC;Não aplicável;2014-09-08;Longa duração;Água, %;Teor de Agua;Fisico-Quimico;True;MA - 875;26,0 - 30,0;RANGE;26.0;30.0;26.88;False;;False;;False;;False;;False;28.59;False;;False;;False;29.34;False;30.34;False;28.92;False;29.31;False;;False;;False;;False
18;K12;Alkont EL 3645;Mistura de tensoativos não iônicos;Não aplicável;Blends and Specialties;Blend - HPC;Não aplicável;2014-09-08;Longa duração;Viscosidade, cP;Viscosidade;Fisico-Quimico;True;MA-1317;2000 - 2500;RANGE;2000.0;2500.0;Nãoanalisado;False;;False;;False;;False;;False;2415.0;False;;False;;False;2038.0;False;2285.0;False;2474.0;False;1299.0;False;;False;;False;;False
19;A0650;ALKONT INT;Tetraestearato de Sorbitol 300 EO;300EO;Esters and Their Derivatives;Sorbitan ester;14428;2021-01-28;Acelerado;Viscosidade ao 2% (4% polisorbato 20 e 94% água, cPs;Viscosidade;Fisico-Quimico;True;MA-1317;3500,0 - 4700;RANGE;3500.0;4700.0;3651.0;False;;False;;False;4548.0;False;3858.0;False;4335.0;False;3939.0;False;3171.0;False;3360.0;False;;False;;False;;False;;False;;False;;False
19;A0650;ALKONT INT;Tetraestearato de Sorbitol 300 EO;300EO;Esters and Their Derivatives;Sorbitan ester;14428;2021-01-28;Acelerado;pH 5% p/p, ISO em água 1:1 v/v;pH;Fisico-Quimico;True;MA-737;4,5-6,5;RANGE;4.5;6.5;6.14;False;;False;;False;6.02;False;5.087;False;5.91;False;5.92;False;5.74;False;5.8;False;;False;;False;;False;;False;;False;;False
19;A0650;ALKONT INT;Tetraestearato de Sorbitol 300 EO;300EO;Esters and Their Derivatives;Sorbitan ester;14428;2021-01-28;Acelerado;Saponificação, mgKOH/g;Indice de Saponificacao;Fisico-Quimico;True;MA-810;14-20;RANGE;14.0;20.0;16.16;False;;False;;False;16.6;False;16.61;False;16.66;False;16.47;False;16.65;False;16.53;False;;False;;False;;False;;False;;False;;False
19;A0650;ALKONT INT;Tetraestearato de Sorbitol 300 EO;300EO;Esters and Their Derivatives;Sorbitan ester;14428;2021-01-28;Acelerado;Água, %;Teor de Agua;Fisico-Quimico;True;MA-875;max. 2;MAXIMO;;2.0;0.025;False;;False;;False;0.02;False;0.014;False;0.014;False;0.017;False;0.011;False;0.015;False;;False;;False;;False;;False;;False;;False
19;A0650;ALKONT INT;Tetraestearato de Sorbitol 300 EO;300EO;Esters and Their Derivatives;Sorbitan ester;14428;2021-01-28;Acelerado;Cor gardner, 60°C;Cor Gardner;Cor;True;MA-782;max. 3;MAXIMO;;3.0;2.0;False;;False;;False;2.0;False;1.0;False;2.0;False;1.0;False;2.0;False;1.0;False;;False;;False;;False;;False;;False;;False
19;A0650;ALKONT INT;Tetraestearato de Sorbitol 300 EO;300EO;Esters and Their Derivatives;Sorbitan ester;14428;2021-01-28;Acelerado;Acidez, índice de, mgKOH/g;Indice de Acidez;Fisico-Quimico;True;MA-638;max. 8,8;MAXIMO;;8.8;3.13;False;;False;;False;4.74;False;5.07;False;4.87;False;5.04;False;5.22;False;4.96;False;;False;;False;;False;;False;;False;;False
19;A0650;ALKONT INT;Tetraestearato de Sorbitol 300 EO;300EO;Esters and Their Derivatives;Sorbitan ester;14428;2021-01-28;Longa duração;Viscosidade ao 2% (4% polisorbato 20 e 94% água, cPs;Viscosidade;Fisico-Quimico;True;MA-1317;3500,0 - 4700;RANGE;3500.0;4700.0;3651.0;False;;False;;False;;False;;False;;False;;False;;False;;False;;False;2925.0;False;;False;3033.0;False;;False;;False
19;A0650;ALKONT INT;Tetraestearato de Sorbitol 300 EO;300EO;Esters and Their Derivatives;Sorbitan ester;14428;2021-01-28;Longa duração;pH 5% p/p, ISO em água 1:1 v/v;pH;Fisico-Quimico;True;MA-737;4,5-6,5;RANGE;4.5;6.5;6.14;False;;False;;False;;False;;False;;False;;False;;False;;False;;False;5.88;False;;False;5.94;False;;False;;False
19;A0650;ALKONT INT;Tetraestearato de Sorbitol 300 EO;300EO;Esters and Their Derivatives;Sorbitan ester;14428;2021-01-28;Longa duração;Saponificação, mgKOH/g;Indice de Saponificacao;Fisico-Quimico;True;MA-810;14-20;RANGE;14.0;20.0;16.16;False;;False;;False;;False;;False;;False;;False;;False;;False;;False;15.84;False;;False;17.32;False;;False;;False
19;A0650;ALKONT INT;Tetraestearato de Sorbitol 300 EO;300EO;Esters and Their Derivatives;Sorbitan ester;14428;2021-01-28;Longa duração;Água, %;Teor de Agua;Fisico-Quimico;True;MA-875;max. 2;MAXIMO;;2.0;0.025;False;;False;;False;;False;;False;;False;;False;;False;;False;;False;0.4;False;;False;0.02;False;;False;;False
19;A0650;ALKONT INT;Tetraestearato de Sorbitol 300 EO;300EO;Esters and Their Derivatives;Sorbitan ester;14428;2021-01-28;Longa duração;Cor gardner, 60°C;Cor Gardner;Cor;True;MA-782;max. 3;MAXIMO;;3.0;2.0;False;;False;;False;;False;;False;;False;;False;;False;;False;;False;3.05;False;;False;3.8;False;;False;;False
19;A0650;ALKONT INT;Tetraestearato de Sorbitol 300 EO;300EO;Esters and Their Derivatives;Sorbitan ester;14428;2021-01-28;Longa duração;Acidez, índice de, mgKOH/g;Indice de Acidez;Fisico-Quimico;True;MA-638;max. 8,8;MAXIMO;;8.8;3.13;False;;False;;False;;False;;False;;False;;False;;False;;False;;False;5.11;False;;False;5.38;False;;False;;False
20;Q85;Alkont SLL 70;Lauroil lactato de sódio;Não aplicável;Esters and Their Derivatives;Ester;366;2015-02-02;Acelerado;Acidez, mgKOH/g;Indice de Acidez;Fisico-Quimico;True;MA - 638;30 - 50;RANGE;30.0;50.0;43.88;False;;False;;False;45.96;False;;False;47.84;False;;False;;False;52.06;False;;False;;False;;False;;False;;False;;False
20;Q85;Alkont SLL 70;Lauroil lactato de sódio;Não aplicável;Esters and Their Derivatives;Ester;366;2015-02-02;Acelerado;Saponificação, mgKOH/g;Indice de Saponificacao;Fisico-Quimico;True;MA - 810;110 - 145;RANGE;110.0;145.0;121.89;False;;False;;False;125.0;False;;False;126.51;False;;False;;False;126.4;False;;False;;False;;False;;False;;False;;False
20;Q85;Alkont SLL 70;Lauroil lactato de sódio;Não aplicável;Esters and Their Derivatives;Ester;366;2015-02-02;Acelerado;Aparência;Aparencia;Organoleptico;False;MA - 742;líquido âmbar;DESCRITIVA;;;LIQUIDO;False;;False;;False;LIQUIDO;False;;False;LIQUIDO;False;;False;;False;LIQUIDO;False;;False;;False;;False;;False;;False;;False
20;Q85;Alkont SLL 70;Lauroil lactato de sódio;Não aplicável;Esters and Their Derivatives;Ester;366;2015-02-02;Acelerado;Cor Gardner;Cor Gardner;Cor;True;MA - 881;máx. 8;MAXIMO;;8.0;6.0;False;;False;;False;6.0;False;;False;6.0;False;;False;;False;8.0;False;;False;;False;;False;;False;;False;;False
20;Q85;Alkont SLL 70;Lauroil lactato de sódio;Não aplicável;Esters and Their Derivatives;Ester;366;2015-02-02;Acelerado;Água, %p;Teor de Agua;Fisico-Quimico;True;MA-875;máx. 3;MAXIMO;;3.0;2.86;False;;False;;False;2.86;False;;False;2.92;False;;False;;False;2.67;False;;False;;False;;False;;False;;False;;False
20;Q85;Alkont SLL 70;Lauroil lactato de sódio;Não aplicável;Esters and Their Derivatives;Ester;366;2015-02-02;Longa duração;Acidez, mgKOH/g;Indice de Acidez;Fisico-Quimico;True;MA - 638;30 - 50;RANGE;30.0;50.0;43.88;False;;False;;False;;False;;False;49.88;False;;False;;False;50.0;False;51.54;False;52.54;False;56.16;False;56.01;False;;False;;False
20;Q85;Alkont SLL 70;Lauroil lactato de sódio;Não aplicável;Esters and Their Derivatives;Ester;366;2015-02-02;Longa duração;Saponificação, mgKOH/g;Indice de Saponificacao;Fisico-Quimico;True;MA - 810;110 - 145;RANGE;110.0;145.0;121.89;False;;False;;False;;False;;False;126.2;False;;False;;False;126.3;False;126.42;False;124.69;False;128.24;False;128.16;False;;False;;False
20;Q85;Alkont SLL 70;Lauroil lactato de sódio;Não aplicável;Esters and Their Derivatives;Ester;366;2015-02-02;Longa duração;Aparência;Aparencia;Organoleptico;False;MA - 742;líquido âmbar;DESCRITIVA;;;LIQUIDO;False;;False;;False;;False;;False;LIQUIDO;False;;False;;False;LIQUIDO;False;LIQUIDO;False;LIQUIDO;False;LIQUIDO;False;LIQUIDO;False;;False;;False
20;Q85;Alkont SLL 70;Lauroil lactato de sódio;Não aplicável;Esters and Their Derivatives;Ester;366;2015-02-02;Longa duração;Cor Gardner;Cor Gardner;Cor;True;MA - 881;máx. 8;MAXIMO;;8.0;6.0;False;;False;;False;;False;;False;6.0;False;;False;;False;7.0;False;6.0;False;6.0;False;9.0;False;9.0;False;;False;;False
20;Q85;Alkont SLL 70;Lauroil lactato de sódio;Não aplicável;Esters and Their Derivatives;Ester;366;2015-02-02;Longa duração;Água, %p;Teor de Agua;Fisico-Quimico;True;MA-875;máx. 3;MAXIMO;;3.0;2.86;False;;False;;False;;False;;False;2.74;False;;False;;False;2.8;False;2.7;False;2.74;False;2.72;False;2.89;False;;False;;False
21;F02;Alkopon 24S35 ;Lauril sulfato de sódio 35% ;Não aplicável;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;296;2014-02-03;Acelerado;Aparência;Aparencia;Organoleptico;False;MA - 742;líquido  amarelado;DESCRITIVA;;;LIQUIDO;False;LIQUIDO;False;LIQUIDO;False;LIQUIDO;False;LIQUIDO;False;LIQUIDO;False;LIQUIDO;False;LIQUIDO;False;LIQUIDO;False;;False;;False;;False;;False;;False;;False
21;F02;Alkopon 24S35 ;Lauril sulfato de sódio 35% ;Não aplicável;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;296;2014-02-03;Acelerado;cor PtCo, 25°C;Cor Pt-Co;Cor;True;MA - 881;100 máx.;MAXIMO;;100.0;20.0;False;20.0;False;20.0;False;25.0;False;15.0;False;25.0;False;15.0;False;25.0;False;20.0;False;;False;;False;;False;;False;;False;;False
21;F02;Alkopon 24S35;Lauril sulfato de sódio 35% ;Não aplicável;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;296;2014-02-03;Acelerado;Matéria ativa (PM 296);Materia Ativa;Composicao;True;MA - 588;34,0 a 36,0;RANGE;34.0;36.0;37.46;False;37.46;False;37.0;False;39.13;False;35.79;False;35.68;False;35.76;False;35.84;False;35.79;False;;False;;False;;False;;False;;False;;False
21;F02;Alkopon 24S35;Lauril sulfato de sódio 35% ;Não aplicável;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;296;2014-02-03;Acelerado;pH 10% p/p aquoso;pH;Fisico-Quimico;True;MA -729;6,5 - 8,5;RANGE;6.5;8.5;7.2;False;7.26;False;7.26;False;7.38;False;7.3;False;7.45;False;8.04;False;7.35;False;7.27;False;;False;;False;;False;;False;;False;;False
21;F02;Alkopon 24S35;Lauril sulfato de sódio 35% ;Não aplicável;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;296;2014-02-03;Acelerado;cloreto de sódio;Cloreto de Sodio;Composicao;True;MA - 610;0,1 máx.;MAXIMO;;0.1;0.09;False;0.09;False;0.09;False;0.09;False;0.08;False;0.1;False;0.07;False;0.08;False;0.08;False;;False;;False;;False;;False;;False;;False
21;F02;Alkopon 24S35;Lauril sulfato de sódio 35% ;Não aplicável;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;296;2014-02-03;Acelerado;sulfato de sódio;Sulfato de Sodio;Composicao;True;MA-761;0,7 máx.;MAXIMO;;0.7;0.004;False;0.005;False;0.003;False;0.002;False;0.005;False;0.003;False;0.22;False;0.005;False;0.004;False;;False;;False;;False;;False;;False;;False
21;F02;Alkopon 24S35;Lauril sulfato de sódio 35% ;Não aplicável;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;296;2014-02-03;Acelerado;insulfatados;Insulfatados;Composicao;True;MA-1057;0,5 máx.;MAXIMO;;0.5;nd;False;nd;False;0.39;False;0.16;False;0.2;False;0.13;False;0.12;False;0.18;False;0.12;False;;False;;False;;False;;False;;False;;False
21;F02;Alkopon 24S35;Lauril sulfato de sódio 35% ;Não aplicável;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;296;2014-02-03;Acelerado;alcalinidade,  mL HCl 0,1N/g;Alcalinidade;Composicao;True;MA-985;0,02 máx.;MAXIMO;;0.02;0.09;False;0.09;False;0.17;False;0.2;False;0.21;False;0.16;False;0.16;False;0.15;False;0.16;False;;False;;False;;False;;False;;False;;False
21;F02;Alkopon 24S35;Lauril sulfato de sódio 35% ;Não aplicável;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;296;2014-02-03;Acelerado;viscosidade, 30°C, BKF, cP;Viscosidade;Fisico-Quimico;True;MA-664;1000 máx.;MAXIMO;;1000.0;990.0;False;927.5;False;835.0;False;937.5;False;974.0;False;936.0;False;946.0;False;876.0;False;830.0;False;;False;;False;;False;;False;;False;;False
21;F02;Alkopon 24S35;Lauril sulfato de sódio 35% ;Não aplicável;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;296;2014-02-03;Acelerado;metais pesados;Metais Pesados;Contaminante;True;MA-724 ;6 máx.;MAXIMO;;6.0;>6;False;>6;False;;False;;False;;False;;False;;False;;False;;False;;False;;False;;False;;False;;False;;False
21;F02;Alkopon 24S35;Lauril sulfato de sódio 35% ;Não aplicável;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;296;2014-02-03;Longa duração;Aparência;Aparencia;Organoleptico;False;MA - 742;líquido  amarelado;DESCRITIVA;;;;False;;False;;False;;False;;False;LIQUIDO;False;;False;;False;LIQUIDO;False;LIQUIDO;False;LIQUIDO;False;LIQUIDO;False;LIQUIDO;False;LIQUIDO;False;LIQUIDO;False
21;F02;Alkopon 24S35;Lauril sulfato de sódio 35% ;Não aplicável;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;296;2014-02-03;Longa duração;cor PtCo, 25°C;Cor Pt-Co;Cor;True;MA - 881;100 máx.;MAXIMO;;100.0;;False;;False;;False;;False;;False;25.0;False;;False;;False;20.0;False;13.0;False;20.0;False;20.0;False;15.0;False;15.0;False;36.0;False
21;F02;Alkopon 24S35;Lauril sulfato de sódio 35% ;Não aplicável;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;296;2014-02-03;Longa duração;Matéria ativa (PM 296);Materia Ativa;Composicao;True;MA - 588;34,0 a 36,0;RANGE;34.0;36.0;;False;;False;;False;;False;;False;35.7;False;;False;;False;35.31;False;35.75;False;35.81;False;35.78;False;35.88;False;36.21;False;35.16;False
21;F02;Alkopon 24S35;Lauril sulfato de sódio 35% ;Não aplicável;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;296;2014-02-03;Longa duração;pH 10% p/p aquoso;pH;Fisico-Quimico;True;MA -729;6,5 - 8,5;RANGE;6.5;8.5;;False;;False;;False;;False;;False;7.4;False;;False;;False;7.5;False;7.64;False;7.52;False;7.66;False;7.53;False;7.86;False;7.28;False
21;F02;Alkopon 24S35;Lauril sulfato de sódio 35% ;Não aplicável;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;296;2014-02-03;Longa duração;cloreto de sódio;Cloreto de Sodio;Composicao;True;MA - 610;0,1 máx.;MAXIMO;;0.1;;False;;False;;False;;False;;False;0.1;False;;False;;False;0.08;False;;False;0.08;False;0.1;False;0.12;False;0.13;False;0.15;False
21;F02;Alkopon 24S35;Lauril sulfato de sódio 35% ;Não aplicável;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;296;2014-02-03;Longa duração;sulfato de sódio;Sulfato de Sodio;Composicao;True;MA-761;0,7 máx.;MAXIMO;;0.7;;False;;False;;False;;False;;False;0.003;False;;False;;False;0.005;False;;False;0.008;False;0.004;False;0.01;False;0.03;False;0.07;False
21;F02;Alkopon 24S35;Lauril sulfato de sódio 35% ;Não aplicável;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;296;2014-02-03;Longa duração;insulfatados;Insulfatados;Composicao;True;MA-1057;0,5 máx.;MAXIMO;;0.5;;False;;False;;False;;False;;False;0.21;False;;False;;False;0.2;False;0.11;False;nd;False;0.06;False;0.12;False;0.18;False;0.03;False
21;F02;Alkopon 24S35;Lauril sulfato de sódio 35% ;Não aplicável;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;296;2014-02-03;Longa duração;alcalinidade,  mL HCl 0,1N/g;Alcalinidade;Composicao;True;MA-985;0,02 máx.;MAXIMO;;0.02;;False;;False;;False;;False;;False;0.17;False;;False;;False;0.18;False;0.17;False;0.18;False;0.14;False;0.03;False;0.1;False;0.1;False
21;F02;Alkopon 24S35;Lauril sulfato de sódio 35% ;Não aplicável;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;296;2014-02-03;Longa duração;viscosidade, 30°C, BKF, cP;Viscosidade;Fisico-Quimico;True;MA-664;1000 máx.;MAXIMO;;1000.0;;False;;False;;False;;False;;False;925.5;False;;False;;False;968.0;False;906.0;False;926.8;False;889.8;False;890.0;False;888.0;False;906.75;False
21;F02;Alkopon 24S35;Lauril sulfato de sódio 35% ;Não aplicável;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;296;2014-02-03;Longa duração;metais pesados;Metais Pesados;Contaminante;True;MA-724 ;6 máx.;MAXIMO;;6.0;;False;;False;;False;;False;;False;;False;;False;;False;;False;;False;6.0;True;6.0;True;6.0;False;6.0;True;6.0;True
22;Q25;Alkopon 24 3S 28 APH;Lauril éter sulfato de sódio 28%;3 EO;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;433;2014-10-06;Acelerado;Transmitância, %;Transmitancia;Cor;True;MA - 1046;83 - 100;RANGE;83.0;100.0;97.1;False;98.28;False;97.23;False;98.06;False;97.55;False;99.52;False;;False;;False;99.52;False;;False;;False;;False;;False;;False;;False
22;Q25;Alkopon 24 3S 28 APH;Lauril éter sulfato de sódio 28%;3 EO;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;433;2014-10-06;Acelerado;Insulfatados, %;Insulfatados;Composicao;True;MA - 1179;0,70 - 1,10;RANGE;0.7;1.1;0.95;False;0.94;False;1.01;False;0.94;False;1.02;False;0.97;False;;False;;False;0.91;False;;False;;False;;False;;False;;False;;False
22;Q25;Alkopon 24 3S 28 APH;Lauril éter sulfato de sódio 28%;3 EO;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;433;2014-10-06;Acelerado;Matéria ativa PM 433, %;Materia Ativa;Composicao;True;MA - 588;27,5 - 28,5;RANGE;27.5;28.5;27.74;False;28.05;False;27.86;False;27.6;False;27.89;False;27.4;False;;False;;False;27.86;False;;False;;False;;False;;False;;False;;False
22;Q25;Alkopon 24 3S 28 APH;Lauril éter sulfato de sódio 28%;3 EO;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;433;2014-10-06;Acelerado;Cloreto de sódio, %;Cloreto de Sodio;Composicao;True;MA - 610;0,20 máximo;MAXIMO;;0.2;0.02;False;;False;0.03;False;;False;;False;0.03;False;;False;;False;0.04;False;;False;;False;;False;;False;;False;;False
22;Q25;Alkopon 24 3S 28 APH;Lauril éter sulfato de sódio 28%;3 EO;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;433;2014-10-06;Acelerado;Ferro, ppm;Ferro;Contaminante;True;MA - 625;3 máximo;MAXIMO;;3.0;1.0;False;;False;;False;;False;;False;9.0;False;;False;;False;4.0;False;;False;;False;;False;;False;;False;;False
22;Q25;Alkopon 24 3S 28 APH;Lauril éter sulfato de sódio 28%;3 EO;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;433;2014-10-06;Acelerado;Dioxana base 100%, pp;Dioxana;Contaminante;True;MA-715;50 máximo;MAXIMO;;50.0;;False;;False;;False;;False;;False;30.09;False;;False;;False;45.39;False;;False;;False;;False;;False;;False;;False
22;Q25;Alkopon 24 3S 28 APH;Lauril éter sulfato de sódio 28%;3 EO;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;433;2014-10-06;Acelerado;pH 10% p/p aquoso;pH;Fisico-Quimico;True;MA-729;11,0 - 13,0;RANGE;11.0;13.0;11.76;False;11.7;False;11.74;False;11.78;False;11.8;False;11.84;False;;False;;False;11.78;False;;False;;False;;False;;False;;False;;False
22;Q25;Alkopon 24 3S 28 APH;Lauril éter sulfato de sódio 28%;3 EO;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;433;2014-10-06;Acelerado;Aparência 25°C;Aparencia;Organoleptico;False;MA-742;líquido limpido incolor a amarelado;DESCRITIVA;;;LIQUIDO;False;;False;LIQUIDO;False;;False;;False;LIQUIDO;False;;False;;False;LIQUIDO;False;;False;;False;;False;;False;;False;;False
22;Q25;Alkopon 24 3S 28 APH;Lauril éter sulfato de sódio 28%;3 EO;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;433;2014-10-06;Acelerado;Sulfato de sódio, %;Sulfato de Sodio;Composicao;True;MA-761;0,60 máximo;MAXIMO;;0.6;0.13;False;;False;0.13;False;;False;;False;0.1;True;;False;;False;0.13;False;;False;;False;;False;;False;;False;;False
22;Q25;Alkopon 24 3S 28 APH;Lauril éter sulfato de sódio 28%;3 EO;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;433;2014-10-06;Acelerado;Alcalinidade, NaOH, %p;Alcalinidade;Composicao;True;MA-985;0,19 - 0,32;RANGE;0.19;0.32;0.24;False;0.22;False;0.25;False;0.25;False;0.24;False;0.26;False;;False;;False;0.24;False;;False;;False;;False;;False;;False;;False
22;Q25;Alkopon 24 3S 28 APH;Lauril éter sulfato de sódio 28%;3 EO;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;433;2014-10-06;Longa duração;Transmitância, %;Transmitancia;Cor;True;MA - 1046;83 - 100;RANGE;83.0;100.0;97.1;False;;False;;False;;False;;False;;False;;False;;False;99.04;False;98.7;False;99.45;False;99.32;False;96.56;False;99.59;False;73.612;False
22;Q25;Alkopon 24 3S 28 APH;Lauril éter sulfato de sódio 28%;3 EO;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;433;2014-10-06;Longa duração;Insulfatados, %;Insulfatados;Composicao;True;MA - 1179;0,70 - 1,10;RANGE;0.7;1.1;0.95;False;;False;;False;;False;;False;;False;;False;;False;0.91;False;0.89;False;0.91;False;0.97;False;1.03;False;0.9;False;0.94;False
22;Q25;Alkopon 24 3S 28 APH;Lauril éter sulfato de sódio 28%;3 EO;Sulfatados, Sulfonados e Sulfosuccinato;Sulfatados ;433;2014-10-06;Longa duração;Matéria ativa PM 433, %;Materia Ativa;Composicao;True;MA - 588;27,5 - 28,5;RANGE;27.5;28.5;27.74;False;;False;;False;;False;;False;27.86;False;;False;;False;27.5;False;27.88;False;28.19;False;27.78;False;27.75;False;27.88;False;27.92;False
