Item;Código de item;Nome do produto;Descrição química;Grau de Etoxilação;Grupo de Família;Família de Produtos;Peso Molecular;Data inicial do estudo;Tipo de estudo;Ensaios físico-químicos;ensaio_normalizado;categoria_ensaio;is_quantitativo;Método;Especificação;spec_tipo;spec_min;spec_max;0 dia_valor;0 dia_menor_que;1 sem_valor;1 sem_menor_que;2 sem_valor;2 sem_menor_que;1m_valor;1m_menor_que;2m_valor;2m_menor_que;3m_valor;3m_menor_que;4m_valor;4m_menor_que;5m_valor;5m_menor_que;6m_valor;6m_menor_que;9m_valor;9m_menor_que;12m_valor;12m_menor_que;18m_valor;18m_menor_que;24m_valor;24m_menor_que;30m_valor;30m_menor_que;36m_valor;36m_menor_que
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Acelerado;C18 Estearico, %;Acidos Graxos;Composicao;True;MA-1294;6,0 máx.;MAXIMO;;6.0;1.65;False;;False;;False;1.61;False;;False;1.65;False;;False;;False;1.65;False;;False;;False;;False;;False;;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Acelerado;C18:1 Oleico, %;Acidos Graxos;Composicao;True;MA-1294;58,0 mín;MINIMO;58.0;;79.04;False;;False;;False;78.77;False;;False;78.16;False;;False;;False;79.53;False;;False;;False;;False;;False;;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Acelerado;C18:2 Linoleico, %;Acidos Graxos;Composicao;True;MA-1294;18,0 máx.;MAXIMO;;18.0;11.18;False;;False;;False;11.34;False;;False;10.27;False;;False;;False;10.28;False;;False;;False;;False;;False;;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Acelerado;C18:3 Linolênico, %;Acidos Graxos;Composicao;True;MA-1294;4,0 máx.;MAXIMO;;4.0;ND;False;;False;;False;ND;False;;False;ND;False;;False;;False;ND;False;;False;;False;;False;;False;;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Acelerado;Conteudo de Acido Oleico (C18:1), g/100g;Acidos Graxos;Composicao;True;MA-1295;22,0 - 24,0;RANGE;22.0;24.0;22.09;False;;False;;False;22.05;False;;False;22.52;False;;False;;False;22.65;False;;False;;False;;False;;False;;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Acelerado;Indice de Acidez (C18:1), mgKOH/g;Indice de Acidez;Fisico-Quimico;True;MA-1295;193,0 - 206,0;RANGE;193.0;206.0;194.7;False;;False;;False;197.39;False;;False;193.82;False;;False;;False;194.22;False;;False;;False;;False;;False;;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Acelerado;Indice de Iodo (C18:1) gl2/100g;Acidos Graxos;Composicao;True;MA-1295;80,0 - 92,0;RANGE;80.0;92.0;85.88;False;;False;;False;86.18;False;;False;85.25;False;;False;;False;84.4;False;;False;;False;;False;;False;;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Acelerado;Identificação USP;Identificacao;Identificacao;False;MA-1297;passa;DESCRITIVA;;;PASSA;False;;False;;False;PASSA;False;;False;PASSA;False;;False;;False;PASSA;False;;False;;False;;False;;False;;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Acelerado;Conteúdo de Oxido de Etileno, %;Oxido de Etileno Residual;Contaminante;True;MA-1327;65,0 - 69,5;RANGE;65.0;69.5;NãoAnalisado;False;;False;;False;NãoAnalisado;False;;False;NãoAnalisado;False;;False;;False;NãoAnalisado;False;;False;;False;;False;;False;;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Acelerado;Hidroxila, índice de, mg KOH/g;Indice de Hidroxila;Fisico-Quimico;True;MA-525;65,0 - 80,0;RANGE;65.0;80.0;72.39;False;;False;;False;71.19;False;;False;73.02;False;;False;;False;74.63;False;;False;;False;;False;;False;;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Acelerado;Cinzas sulfatadas, %;Cinzas;Composicao;True;MA-612;0,25 máx.;MAXIMO;;0.25;0.08;False;;False;;False;0.09;False;;False;0.08;False;;False;;False;0.18;False;;False;;False;;False;;False;;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Acelerado;N° ácido, mgKOH/g;Indice de Acidez;Fisico-Quimico;True;MA-638;2,0 máx.;MAXIMO;;2.0;0.78;False;;False;;False;0.84;False;;False;0.88;False;;False;;False;1.24;False;;False;;False;;False;;False;;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Acelerado;Oxido de eteno livre, ppm;Oxido de Etileno Residual;Contaminante;True;MA-706;1,0 máx.;MAXIMO;;1.0;1.0;True;;False;;False;1.0;True;;False;1.0;True;;False;;False;1.0;True;;False;;False;;False;;False;;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Acelerado;Dioxana, ppm;Dioxana;Contaminante;True;MA-716;10,0 máx.;MAXIMO;;10.0;1.0;True;;False;;False;Nãoanalisado;False;;False;ND;False;;False;;False;ND;False;;False;;False;;False;;False;;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Acelerado;Metais pesados, ppm;Metais Pesados;Contaminante;True;MA-724;10,0 máx.;MAXIMO;;10.0;10.0;True;;False;;False;10.0;True;;False;10.0;True;;False;;False;10.0;True;;False;;False;;False;;False;;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Acelerado;pH, 5% aquoso, 25ºC;pH;Fisico-Quimico;True;MA-729;6,0 - 7,0;RANGE;6.0;7.0;6.54;False;;False;;False;6.42;False;;False;6.32;False;;False;;False;5.92;False;;False;;False;;False;;False;;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Acelerado;Viscosidade, 25°C, cinemática, cSt;Viscosidade;Fisico-Quimico;True;MA-766;300,0 - 500,0;RANGE;300.0;500.0;403.77;False;;False;;False;422.36;False;;False;404.26;False;;False;;False;415.24;False;;False;;False;;False;;False;;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Acelerado;Peróxidos, índice de, Meq/1000g;Indice de Peroxidos;Contaminante;True;MA-780;10,0 máx.;MAXIMO;;10.0;2.77;False;;False;;False;3.65;False;;False;4.26;False;;False;;False;5.92;False;;False;;False;;False;;False;;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Acelerado;Peso específico a 25°C;Densidade;Fisico-Quimico;True;MA-798;1,0600 - 1,0900;RANGE;1.06;1.09;1.0754;False;;False;;False;1.0781;False;;False;1.0745;False;;False;;False;1.0774;False;;False;;False;;False;;False;;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Acelerado;Saponificação, índice de , mgKOH/g;Indice de Saponificacao;Fisico-Quimico;True;MA-810;45,0 - 55,0;RANGE;45.0;55.0;48.03;False;;False;;False;48.83;False;;False;49.25;False;;False;;False;49.54;False;;False;;False;;False;;False;;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Acelerado;Água, %p;Teor de Agua;Fisico-Quimico;True;MA-875;3,0 máx.;MAXIMO;;3.0;1.58;False;;False;;False;1.56;False;;False;1.58;False;;False;;False;1.54;False;;False;;False;;False;;False;;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Acelerado;Cor Gardner, 25ºC;Cor Gardner;Cor;True;MA-881;5,0 máx.;MAXIMO;;5.0;2.0;False;;False;;False;2.0;False;;False;2.0;False;;False;;False;0.8;False;;False;;False;;False;;False;;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Longa duração;C14 Miristico, %;Acidos Graxos;Composicao;True;MA-1294;5,0 máx.;MAXIMO;;5.0;0.28;False;;False;;False;;False;;False;0.25;False;;False;;False;0.26;False;0.29;False;0.24;False;0.23;False;0.26;False;0.27;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Longa duração;C16 Palmitico, %;Acidos Graxos;Composicao;True;MA-1294;16,0 mnáx.;MAXIMO;;16.0;5.97;False;;False;;False;;False;;False;5.79;False;;False;;False;5.79;False;6.35;False;5.65;False;5.86;False;5.9;False;6.11;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Longa duração;C16:1 Hexadecenóico, %;Acidos Graxos;Composicao;True;MA-1294;8,0 máx.;MAXIMO;;8.0;ND;False;;False;;False;;False;;False;ND;False;;False;;False;0.17;False;0.18;False;0.21;False;0.17;False;0.15;False;0.08;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Longa duração;C18 Estearico, %;Acidos Graxos;Composicao;True;MA-1294;6,0 máx.;MAXIMO;;6.0;1.65;False;;False;;False;;False;;False;1.66;False;;False;;False;1.66;False;1.58;False;1.65;False;1.63;False;1.55;False;1.67;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Longa duração;C18:1 Oleico, %;Acidos Graxos;Composicao;True;MA-1294;58,0 mín;MINIMO;58.0;;79.04;False;;False;;False;;False;;False;78.4;False;;False;;False;79.35;False;78.85;False;81.1;False;79.77;False;79.76;False;82.21;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Longa duração;C18:2 Linoleico, %;Acidos Graxos;Composicao;True;MA-1294;18,0 máx.;MAXIMO;;18.0;11.18;False;;False;;False;;False;;False;10.32;False;;False;;False;9.71;False;10.75;False;9.5;False;10.81;False;9.07;False;7.17;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Longa duração;C18:3 Linolênico, %;Acidos Graxos;Composicao;True;MA-1294;4,0 máx.;MAXIMO;;4.0;ND;False;;False;;False;;False;;False;ND;False;;False;;False;ND;False;ND;False;ND;False;ND;False;ND;False;ND;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Longa duração;Conteudo de Acido Oleico (C18:1), g/100g;Acidos Graxos;Composicao;True;MA-1295;22,0 - 24,0;RANGE;22.0;24.0;22.09;False;;False;;False;;False;;False;22.22;False;;False;;False;22.52;False;22.42;False;22.75;False;Nãoanalisado;False;23.72;False;27.24;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Longa duração;Indice de Acidez (C18:1), mgKOH/g;Indice de Acidez;Fisico-Quimico;True;MA-1295;193,0 - 206,0;RANGE;193.0;206.0;194.7;False;;False;;False;;False;;False;197.16;False;;False;;False;194.99;False;193.78;False;190.34;False;Nãoanalisado;False;198.64;False;53.64;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Longa duração;Indice de Iodo (C18:1) gl2/100g;Acidos Graxos;Composicao;True;MA-1295;80,0 - 92,0;RANGE;80.0;92.0;85.88;False;;False;;False;;False;;False;85.14;False;;False;;False;84.55;False;82.98;False;84.65;False;Nãoanalisado;False;84.26;False;70.25;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Longa duração;Identificação USP;Identificacao;Identificacao;False;MA-1297;passa;DESCRITIVA;;;PASSA;False;;False;;False;;False;;False;PASSA;False;;False;;False;PASSA;False;PASSA;False;PASSA;False;PASSA;False;PASSA;False;PASSA;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Longa duração;Conteúdo de Oxido de Etileno, %;Oxido de Etileno Residual;Contaminante;True;MA-1327;65,0 - 69,5;RANGE;65.0;69.5;NãoAnalisado;False;;False;;False;;False;;False;NãoAnalisado;False;;False;;False;NãoAnalisado;False;NãoAnalisado;False;NãoAnalisado;False;NãoAnalisado;False;NãoAnalisado;False;NãoAnalisado;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Longa duração;Hidroxila, índice de, mg KOH/g;Indice de Hidroxila;Fisico-Quimico;True;MA-525;65,0 - 80,0;RANGE;65.0;80.0;72.39;False;;False;;False;;False;;False;73.56;False;;False;;False;73.46;False;74.68;False;73.72;False;73.21;False;71.68;False;73.26;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Longa duração;Cinzas sulfatadas, %;Cinzas;Composicao;True;MA-612;0,25 máx.;MAXIMO;;0.25;0.08;False;;False;;False;;False;;False;0.08;False;;False;;False;0.18;False;0.08;False;0.14;False;0.18;False;0.06;False;0.04;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Longa duração;N° ácido, mgKOH/g;Indice de Acidez;Fisico-Quimico;True;MA-638;2,0 máx.;MAXIMO;;2.0;0.78;False;;False;;False;;False;;False;0.82;False;;False;;False;0.99;False;1.06;False;1.24;False;1.08;False;1.51;False;1.58;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Longa duração;Oxido de eteno livre, ppm;Oxido de Etileno Residual;Contaminante;True;MA-706;1,0 máx.;MAXIMO;;1.0;1.0;True;;False;;False;;False;;False;1.0;True;;False;;False;1.0;True;1.0;True;Nãoanalisado;False;1.0;True;1.0;True;1.0;True;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Longa duração;Dioxana, ppm;Dioxana;Contaminante;True;MA-716;10,0 máx.;MAXIMO;;10.0;1.0;True;;False;;False;;False;;False;ND;False;;False;;False;ND;False;1.0;True;1.0;True;ND;False;Nãoanalisado;False;ND;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Longa duração;Metais pesados, ppm;Metais Pesados;Contaminante;True;MA-724;10,0 máx.;MAXIMO;;10.0;10.0;True;;False;;False;;False;;False;10.0;True;;False;;False;10.0;True;10.0;True;10.0;True;10.0;True;10.0;True;10.0;True;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Longa duração;pH, 5% aquoso, 25ºC;pH;Fisico-Quimico;True;MA-729;6,0 - 7,0;RANGE;6.0;7.0;6.54;False;;False;;False;;False;;False;6.46;False;;False;;False;6.28;False;6.2;False;5.89;False;6.05;False;4.62;False;4.74;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Longa duração;Viscosidade, 25°C, cinemática, cSt;Viscosidade;Fisico-Quimico;True;MA-766;300,0 - 500,0;RANGE;300.0;500.0;403.77;False;;False;;False;;False;;False;410.59;False;;False;;False;409.6;False;425.68;False;Nãoanalisado;False;335.0;False;462.25;False;470.1;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Longa duração;Peróxidos, índice de, Meq/1000g;Indice de Peroxidos;Contaminante;True;MA-780;10,0 máx.;MAXIMO;;10.0;2.77;False;;False;;False;;False;;False;3.42;False;;False;;False;7.92;False;7.32;False;6.66;False;2.66;False;8.1;False;9.87;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Longa duração;Peso específico a 25°C;Densidade;Fisico-Quimico;True;MA-798;1,0600 - 1,0900;RANGE;1.06;1.09;1.0754;False;;False;;False;;False;;False;1.0744;False;;False;;False;1.075;False;1.0768;False;Nãoanalisado;False;1.0776;False;1.07495;False;1.075;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Longa duração;Saponificação, índice de , mgKOH/g;Indice de Saponificacao;Fisico-Quimico;True;MA-810;45,0 - 55,0;RANGE;45.0;55.0;48.03;False;;False;;False;;False;;False;49.14;False;;False;;False;49.34;False;46.86;False;48.88;False;48.3;False;49.8;False;50.62;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Longa duração;Água, %p;Teor de Agua;Fisico-Quimico;True;MA-875;3,0 máx.;MAXIMO;;3.0;1.58;False;;False;;False;;False;;False;1.56;False;;False;;False;1.58;False;1.64;False;1.62;False;1.66;False;1.72;False;1.76;False;;False
11;T06;Alkest TW 80 FGM K;Monoleato de sorbitan 20EO (Polisorbato 80);20EO;Ethoxylates and Propoxylates;Polysorbate;1310;2016-04-01;Longa duração;Cor Gardner, 25ºC;Cor Gardner;Cor;True;MA-881;5,0 máx.;MAXIMO;;5.0;2.0;False;;False;;False;;False;;False;2.0;False;;False;;False;0.7;False;1.0;False;1.0;False;1.0;False;0.9;False;1.0;False;;False
12;AW1;Alkomol E DMC;Alcool estearilico 10PO;10PO;Ethoxylates and Propoxylates;Propoxylated natural alcohol;850;2023-12-29;Acelerado;Acidez, índice de, mgKOH/g;Indice de Acidez;Fisico-Quimico;True;MA-638;Máx. 1,0;MAXIMO;;1.0;0.14;False;;False;;False;;False;;False;0.18;False;;False;;False;0.2;False;;False;;False;;False;;False;;False;;False
12;AW1;Alkomol E DMC;Alcool estearilico 10PO;10PO;Ethoxylates and Propoxylates;Propoxylated natural alcohol;850;2023-12-29;Acelerado;Cor Pt-Co, 25°C;Cor Pt-Co;Cor;True;MA-881;Máx. 80,0;MAXIMO;;80.0;5.91;False;;False;;False;;False;;False;6.57;False;;False;;False;6.61;False;;False;;False;;False;;False;;False;;False
12;AW1;Alkomol E DMC;Alcool estearilico 10PO;10PO;Ethoxylates and Propoxylates;Propoxylated natural alcohol;850;2023-12-29;Acelerado;pH 10% p/p, ISSO:H2O 4:1 p/p, 25°C;pH;Fisico-Quimico;True;MA-729;5,20 - 7,30;RANGE;5.2;7.3;5.84;False;;False;;False;;False;;False;5.9;False;;False;;False;6.1;False;;False;;False;;False;;False;;False;;False
12;AW1;Alkomol E DMC;Alcool estearilico 10PO;10PO;Ethoxylates and Propoxylates;Propoxylated natural alcohol;850;2023-12-29;Acelerado;Aparência, 25°C;Aparencia;Organoleptico;False;MA-742;Líquido, límpido;DESCRITIVA;;;LIQUIDO;False;;False;;False;;False;;False;LIQUIDO;False;;False;;False;LIQUIDO;False;;False;;False;;False;;False;;False;;False
13;15E;Alkomol E sem BHT;Alcool estearilico 10PO;10PO;Ethoxylates and Propoxylates;Propoxylated natural alcohol;850;2022-07-18;Acelerado;Aparência, 25ºC;Aparencia;Organoleptico;False;MA-742;Líquido, límpido;DESCRITIVA;;;LIQUIDO;False;;False;;False;;False;;False;LIQUIDO;False;;False;;False;LIQUIDO;False;LIQUIDO;False;;False;;False;;False;;False;;False
13;15E;Alkomol E sem BHT;Alcool estearilico 10PO;10PO;Ethoxylates and Propoxylates;Propoxylated natural alcohol;850;2022-07-18;Acelerado;Hidroxila, índice de, mgKOH/g;Indice de Hidroxila;Fisico-Quimico;True;MA-525;63,0 - 71,0;RANGE;63.0;71.0;66.51;False;;False;;False;;False;;False;69.12;False;;False;;False;65.58;False;68.68;False;;False;;False;;False;;False;;False
13;15E;Alkomol E sem BHT;Alcool estearilico 10PO;10PO;Ethoxylates and Propoxylates;Propoxylated natural alcohol;850;2022-07-18;Acelerado;Acidez, índice de mgKOH/g;Indice de Acidez;Fisico-Quimico;True;MA-638;0,0 - 1,00;RANGE;0.0;1.0;0.16;False;;False;;False;;False;;False;0.17;False;;False;;False;0.37;False;0.2;False;;False;;False;;False;;False;;False
13;15E;Alkomol E sem BHT;Alcool estearilico 10PO;10PO;Ethoxylates and Propoxylates;Propoxylated natural alcohol;850;2022-07-18;Acelerado;pH, 10% p/p. ISSO em água 4:1 p/p, 25°C;pH;Fisico-Quimico;True;MA-737;5,7 - 7,3;RANGE;5.7;7.3;5.83;False;;False;;False;;False;;False;5.89;False;;False;;False;6.59;False;5.86;False;;False;;False;;False;;False;;False
13;15E;Alkomol E sem BHT;Alcool estearilico 10PO;10PO;Ethoxylates and Propoxylates;Propoxylated natural alcohol;850;2022-07-18;Acelerado;Limpidez, 25°C;Limpidez;Organoleptico;False;MA-747;Límpido;DESCRITIVA;;;LIMPIDO;False;;False;;False;;False;;False;LIMPIDO;False;;False;;False;LIMPIDO;False;LIMPIDO;False;;False;;False;;False;;False;;False
13;15E;Alkomol E sem BHT;Alcool estearilico 10PO;10PO;Ethoxylates and Propoxylates;Propoxylated natural alcohol;850;2022-07-18;Acelerado;Sedimentação, ppm;Sedimentacao;Composicao;True;MA-833;Máx. 5;MAXIMO;;5.0;5.0;True;;False;;False;;False;;False;5.0;True;;False;;False;6.0;True;5.0;True;;False;;False;;False;;False;;False
13;15E;Alkomol E sem BHT;Alcool estearilico 10PO;10PO;Ethoxylates and Propoxylates;Propoxylated natural alcohol;850;2022-07-18;Acelerado;Água, %p;Teor de Agua;Fisico-Quimico;True;MA-875;Máx. 0,6;MAXIMO;;0.6;0.04;False;;False;;False;;False;;False;0.05;False;;False;;False;0.04;False;0.05;False;;False;;False;;False;;False;;False
13;15E;Alkomol E sem BHT;Alcool estearilico 10PO;10PO;Ethoxylates and Propoxylates;Propoxylated natural alcohol;850;2022-07-18;Acelerado;Cor Pt-Co, temperatura ambiente;Cor Pt-Co;Cor;True;MA-881;Máx. 80;MAXIMO;;80.0;7.0;False;;False;;False;;False;;False;10.1;False;;False;;False;13.5;False;9.3;False;;False;;False;;False;;False;;False
14;15E;Alkomol E com BHT;Alcool estearilico 10PO;10PO;Ethoxylates and Propoxylates;Propoxylated natural alcohol;850;2022-07-18;Acelerado;Aparência, 25ºC;Aparencia;Organoleptico;False;MA-742;Líquido, límpido;DESCRITIVA;;;LIQUIDO;False;;False;;False;;False;;False;LIQUIDO;False;;False;;False;LIQUIDO;False;LIQUIDO;False;;False;;False;;False;;False;;False
14;15E;Alkomol E com BHT;Alcool estearilico 10PO;10PO;Ethoxylates and Propoxylates;Propoxylated natural alcohol;850;2022-07-18;Acelerado;Hidroxila, índice de, mgKOH/g;Indice de Hidroxila;Fisico-Quimico;True;MA-525;63,0 - 71,0;RANGE;63.0;71.0;66.11;False;;False;;False;;False;;False;69.73;False;;False;;False;66.53;False;69.61;False;;False;;False;;False;;False;;False
14;15E;Alkomol E com BHT;Alcool estearilico 10PO;10PO;Ethoxylates and Propoxylates;Propoxylated natural alcohol;850;2022-07-18;Acelerado;Acidez, índice de mgKOH/g;Indice de Acidez;Fisico-Quimico;True;MA-638;0,0 - 1,00;RANGE;0.0;1.0;0.15;False;;False;;False;;False;;False;0.14;False;;False;;False;0.44;False;0.13;False;;False;;False;;False;;False;;False
14;15E;Alkomol E com BHT;Alcool estearilico 10PO;10PO;Ethoxylates and Propoxylates;Propoxylated natural alcohol;850;2022-07-18;Acelerado;pH, 10% p/p. ISSO em água 4:1 p/p, 25°C;pH;Fisico-Quimico;True;MA-737;5,7 - 7,3;RANGE;5.7;7.3;6.17;False;;False;;False;;False;;False;6.49;False;;False;;False;6.21;False;6.42;False;;False;;False;;False;;False;;False
14;15E;Alkomol E com BHT;Alcool estearilico 10PO;10PO;Ethoxylates and Propoxylates;Propoxylated natural alcohol;850;2022-07-18;Acelerado;Limpidez, 25°C;Limpidez;Organoleptico;False;MA-747;Límpido;DESCRITIVA;;;LIMPIDO;False;;False;;False;;False;;False;LIMPIDO;False;;False;;False;LIMPIDO;False;LIMPIDO;False;;False;;False;;False;;False;;False
14;15E;Alkomol E com BHT;Alcool estearilico 10PO;10PO;Ethoxylates and Propoxylates;Propoxylated natural alcohol;850;2022-07-18;Acelerado;Sedimentação, ppm;Sedimentacao;Composicao;True;MA-833;Máx. 5;MAXIMO;;5.0;5.0;True;;False;;False;;False;;False;5.0;True;;False;;False;6.0;True;5.0;True;;False;;False;;False;;False;;False
14;15E;Alkomol E com BHT;Alcool estearilico 10PO;10PO;Ethoxylates and Propoxylates;Propoxylated natural alcohol;850;2022-07-18;Acelerado;Água, %p;Teor de Agua;Fisico-Quimico;True;MA-875;Máx. 0,6;MAXIMO;;0.6;0.05;False;;False;;False;;False;;False;0.04;False;;False;;False;0.05;False;0.04;False;;False;;False;;False;;False;;False
